song_name,artist,spotify_id,overall_positiveness_score
Swim,Chase Atlantic,3M0lSi5WW79CXQamgSBIjx,0.419607843
Alien Blues,Vundabar,11iIikXxC6NP0Ma8vMD27x,0.625954198
In The Stars,Benson Boone,1ei3hzQmrgealgRKFxIcWn,0.481481481
Sky,Playboi Carti,29TPjc8wxfz4XMn21O7VsZ,0.587301587
"thank u, next",Ariana Grande,3e9HZxeyfWwjeyPAMmWSSQ,0.866498741
Yo Voy (feat. Daddy Yankee),Zion & Lennox,5gflgO9EPbIBf16n5TKnQS,0.94047619
Mount Everest,Labrinth,1ZdhOMWyFR8Iv9eylMGYg2,0.924731183
love nwantiti (ah ah ah),CKay,2Xr1dTzJee307rmrkt8c0g,0.719471947
Need to Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi,0.481060606
Notion,The Rare Occasions,0sTlGEld0h8kIPZaKDYUf4,0.756944444
505,Arctic Monkeys,0BxE4FqsDD1Ot4YuBXwAPp,0.455026455
Space Cadet (feat. Gunna),Metro Boomin,1fewSx2d5KIZ04wsooEBOz,0.115537849
Money Trees,Kendrick Lamar,0UtnpKaReKUg2GquaSxCyD,0.374074074
Little Dark Age,MGMT,2Y0iGXY6m6immVb2ktbseM,0.185520362
Wait a Minute!,WILLOW,5e08a8D8T3z4LDXbUIjxKQ,0.559782609
Heartbreak Anniversary,Giveon,2QfznFotJNZmnIEYFdzE5T,0.555970149
Where Have You Been,Rihanna,5WQQIDU3HRaMyPkob8mpFb,0.954716981
ORANGE SODA,Baby Keem,6b5fPdo7XNZrwcTASG1hK7,0.367945824
Maneater,Nelly Furtado,4wH4dJgrsxONID6KS2tDQM,0.723404255
"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,30QR0ndUdiiMQMA9g1PGCm,0.199356913
Where Is The Love?,Black Eyed Peas,0xmjwnQ3FNE6HuWCt2nHdZ,0.697050938
Violent Crimes,Kanye West,3s7MCdXyWmwjdcWh7GWXas,0.432343234
She Knows (feat. Amber Coffman & Cults),J. Cole,0Fs9cdPDhptWEDJmiCbkEW,0.660194175
Mysëlf,Yeat,2kimLa9Di1xK5MpZSxJhRy,0.548736462
i need u,Ken Carson,2gSPHSdf0vrk2Psxmn8sUn,0.38718663
WALKED IN,Eem Triplin,4TtwfNpekE33a0Uo5sIMLF,0.435714286
Out On Bond,BabyTron,07iXzCjxJdfHTUenA34iXt,0.264550265
GNARLY! (WITH ARMANI WHITE),JELEEL!,19wJJ7XPv1IQ6tWZ6LktGu,0.478787879
>one - greater than one,VALORANT,3zIcvn5r3QGea6a4M36MQr,0.506944444
Chedda Cheese (feat. Babyface Ray),Lil Darius,05a0oCC4u0uIwtHf2xgYGM,0.448844884
Let U Go,lucidbeatz,29pUhY4WylF02TuUiPUYYV,0.475524476
Penthouse (feat. Zzz.),Bankrol Hayden,11HCblH3YChzvCTGUB1hcs,0.478787879
NEVEREVER,Destroy Lonely,610gzNqwaSz89u6YIpDlyZ,0.317991632
Trapping & Finessing (LOVE Song),Real Boston Richey,6TSwiqJJ7alc1rHHetz4Eb,0.579908676
Shmunk (feat. YoungBoy Never Broke Again),Yeat,2fpTRcMLt4aKlqULOwuXUP,0.502923977
She’s A 10 But… (Remix) (feat. Yung Gravy),ARTAN,0aywJ1yyg6OzgFCxrrUd7R,0.475524476
friday,jungle bobby,0pk6N8dYtK9R4O2k5aazfl,0.19269103
PERM,Cochise,61dXty0FR61qyVczdM49F4,0.688442211
Naismith,Pyrex Pryce,1DEh40qd7f1Mx9Itg3lmZ5,0.397435897
Tru Tru,MVW,5INKRQu8tEdsrogxlFpHUW,0.475524476
ascend.mp3,mimofr,0y0Y3zRApSPsohnnUTrbgl,0.475524476
Throw It!,Spiffy The Goat,3fPZNaoKrRFmZQKj87pBrP,0.271276596
Tesla,Lil Pump,0HnqWiIHn9Q09QQC9EwTAT,0.358730159
Self Esteem (featuring NLE Choppa),Lambo4oe,4rithk0wQbWsppbWiaFFgE,0.556363636
where's the confetti?,jev.,3VL3aSOA8O3b5iOVBkD9iD,0.417808219
Dead n Gone,Luci4,2vyAxGW8KhJV1C4rGRCwco,0.400497512
pRETTy,Lil Yachty,6vDyzD9o8aYhR1963oJpkO,0.768627451
Perc & Sex,YN Jay,4a14AFVG1iMsLJnT4wj5Up,0.587112172
Fukit,Yeat,2QJLqxLXlzMiApFS6eBY4G,0.393063584
I Can't,Montana99,0Zo8a2oMdEKCBPFszXtxqN,0.377464789
Ambition For Cash,Key Glock,1tkipCYkIgti8f1tqjfcWe,0.522309711
Number One Candidate,AntsLive,3qk2QJ5JR6IO2LBMqkOnx7,0.704
PSA,Kay Flock,6T5i0o62ZyfHRRHHihYJ1n,0.249097473
Notti Bop,Kyle Richh,0IEpFiWXbmfpiiUHPlPkYC,0.666666667
THROW,Lil Mabu,1cz9jUbkmRSX6jZmQrrSA9,0.397923875
Need,keltiey,4s8fQKAfuHR9gMDzoA9ioQ,0.523178808
Mamacita (feat. A$AP Rocky),Smooky MarGielaa,1SlHZ51oGKV56qtPVFyJlR,0.475524476
yeaaaa,Rollin Thrax,3wuwYbTlppthVAPixdbQma,0.215613383
Top,Lil Uzi Vert,55Q46o5adtSobImSKrrlqW,0.303834808
Baby Shark,RALAN STYLES,7Hij0MzGIK43J8sQsrzcdB,0.338582677
miles (feat. Lil Uzi Vert),skaiwater,2WgoeZDxLJvjEvlOupkr8D,0.475524476
Mr. Hanky,BabyTron,0ZcI3yLtpDra2lTWaajM6l,0.561403509
AWKWARD FREESTYLE,Eem Triplin,2ISyz9DRGEMrJN77ge3hi2,0.19047619
NOSTYLIST,Destroy Lonely,42tD9J0KCPFSc1d2hFTvAf,0.277467412
First Light,Xavier Wulf,7AUHZBFJ5c7fiLhl0I9r5S,0.285714286
attachment (she wanna love),Kanii,6pNa6wVEk5RdxRgGhab77S,0.475524476
11:35 In Miami,YN Jay,2qTh0uDCWUZ9G9xZO7RqGd,0.242553191
VEGAPUNK,ITSOKTOCRY,2Jh4Ik2VD5Et1J593Vtotp,0.539419087
TAN,Bktherula,1WDOIn5NLqAstbVjArxKkh,0.050147493
LONG WAY,Cochise,23PF7wjGrkCQC0Qvy13myD,0.898876404
Ice Cream Truck,SugarHill Keem,4Y5ap8fb43UxhIZcS3hywg,0.392857143
U Neva,Riovaz,4fE1aDSA7YDRQtOKibkf06,0.783464567
I Dream of Chrome,$uicideboy$,3QQXpvZd9qmzHZ02wDf2im,0.530612245
GOATED. (feat. Denzel Curry),Armani White,2PWVxWymGDZKj5BZJB7dAR,0.526315789
OOGA BOOGA!,Ski Mask The Slump God,4gKWtJGlhxKKSyV65llt2G,0.602484472
Hell Yeah,SoFaygo,0jQ4mEnWB1AuSVqnFLhxT6,0.294701987
Texas,BigXthaPlug,5b2vjIrKUkof35ghK511RK,0.421052632
fear no man,tana,73vvKT9c9LdGNIEcAdaBzW,0.389684814
You > Them (Hate It!),Autumn!,3XwNEmdMEmjf9CkZrDBpM9,0.24375
Carrollton,$uicideboy$,2XSrt1dcuOXPgl3B4bxmBz,0.220183486
223's (feat. BabyTron),midwxst,2Gn3xsO0hacXJy1Z2EHrgm,0.69348659
SIMPLE,$NOT,43KrLcrVbDBimYtjKswIL3,0.433884298
Shut It,1nonly,48h4R1aBUa6BitV6GeCjOM,0.088105727
Finger Food,Rolling Loud,1gXOwyDr6zzIL6FHk5L9IJ,0.309012876
Talk,Yeat,0ypjMI7vHiDP4sLB1C0Qna,0.440758294
Mine,1nonly,4O1UcKLwZ92kxNTn3u0voN,0.381974249
you're a parasite,Riovaz,5CoMPjfMO8XnNc6aNKYSo1,0.404347826
sipping my tea,Zack Fox,5f4NTBzhDSX8d8eT0HsZEL,0.243455497
Fuego - Remix,Shotgun Willy,5PSn6lZpITagw70YBnLpSZ,0.432432432
Demon Time (feat. Ski Mask The Slump God),Trippie Redd,1hE8iI3YK9x1VUBDtSzg3x,0.760416667
LIVID,Triple01s,23q6bVeIuECLcUeYkwgbRZ,0.338235294
Ugly,$uicideboy$,3qDbBtbRv6eBls6q51pAL7,0.097276265
Freestyle 2,Ken Carson,28niVl6iodHnHpE1bCeJiV,0.479768786
Humans Being Humans,IVOXYGEN,4UEKSWhyeuqaeDM1BXeypE,0.710344828
Stay Awake,SoFaygo,5k9kxCcae70vUElndjveXT,0.650557621
The Grinch,Trippie Redd,1W24W6jQegnNh0x5DfBBPT,0.446194226
C'est La Vie (with bbno$ & Rich Brian),Yung Gravy,3QqOcLtTU8zzlQRJCZzttP,0.644787645
Slide Den,midwxst,5ELj1d1b4T9Fr67b8X8mkR,0.443037975
Speak Up,Is0kenny,2rqB2I2stqNPaVBaObZnDx,0.673469388
Floccer,Heembeezy,1me0uuoArfwUZ9x7BBQNHb,0.169381107
COINCIDENCE,LUCKI,6MFk8Dw2VnvweH2E46cjEv,0.716612378
Teenage Dream,Stephen Dawes,3GWaFFi6TlPcZLYmCCHZ9O,0.63902439
"I miss you, I’m sorry",Gracie Abrams,4nyF5lmSziBAt7ESAUjpbx,0.330508475
Before You,Benson Boone,523f4oSjrZx83XDtRLnsIw,0.734234234
Love In The Dark,Adele,0DuWDLjriRPjDRoPgaCslY,0.38869258
lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,0.747572816
Home,Matthew Hall,6FgkaqnjyKUU0rqjcagLZW,0.761627907
you were there for me,Henry Moodie,0C3shWEOObGT5IxApC7Mkg,0.267326733
Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,0.810945274
Sparks,Coldplay,7D0RhFcb3CrfPuTJ0obrod,0.704379562
Let Me Down Slowly,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,0.571428571
Die For You,Joji,26hOm7dTtBi0TdpDGl141t,0.415151515
Before You Go,Lewis Capaldi,2gMXnyrvIjhVBUZwvLZDMP,0.291666667
SLOW DANCING IN THE DARK,Joji,0rKtyWc8bvkriBthvHKY8d,0.795031056
How Do I Say Goodbye,Dean Lewis,5hnGrTBaEsdukpDF6aZg8a,0.348571429
About You,The 1975,1fDFHXcykq4iw8Gg7s5hG9,0.160583942
double take,dhruv,47isJpIIO8m7BJEhiFhnaf,0.939849624
Matilda,Harry Styles,6uvh0In7u1Xn4HgxOfAn8O,0.38071066
Car's Outside,James Arthur,0otRX6Z89qKkHkQ9OqJpKt,0.643835616
it's been a year,Ashley Cooke,2untQJbPOaB1BjyZKIVuZv,0.701219512
The Good I'll Do,Zach Bryan,53zCCom4uEoIBaOAEJtjUL,0.810572687
Everything She Ain’t,Hailey Whitters,3zAOcNGOFq5Q1OsN0tcxA0,0.813432836
Bridesmaids,Kylie Morgan,6qrJ2kxNvGey8ZEWii5teB,0.767241379
Shoot Tequila,Tigirlily Gold,6nTul7GTW3DInboBkJvvHw,0.571884984
Rock and A Hard Place,Bailey Zimmerman,4686eQ81DEswHa90bcdlC9,0.263779528
Like A Boy,Priscilla Block,1ibBdYjfVVqFOA04Q0NnJ6,0.365
Tennessee Orange,Megan Moroney,3fl4zil6HJ0N1FL3YIRwdC,0.714893617
Me On You,Muscadine Bloodline,1wwjfgCUXaupR7q3tv6ZXN,0.876923077
Dutton Ranch Freestyle,David Morris,5GUBtgwJqu5YYRlH9UmsEh,0.759036145
Good Riddance,Levi Hummon,3WwZbPizrnJqJFx86kNPs1,0.646017699
Ain't Missin' You,Dylan Schneider,3XCsnZP8tL6fAbYofj9O0M,0.532544379
Before I Knew It,Mason Ramsey,3cqWSJzuxZCsglpaxWtosT,1
5 Foot 9,Tyler Hubbard,6AqwH2Y9FJwhUE2dCSkw1u,0.978672986
"Miami, My Amy",Keith Whitley,5K1HsMKNWMrxADlqAUjpIp,0.909090909
Sand in My Boots (Female POV),Alli Walker,3NoY2XJyHcfwYcg5bQc1Xu,0.793939394
In Dreams,Sierra Ferrell,0ewKJ6eM0Z761OissISTW7,0.536723164
Good Time,Alan Jackson,6lyKOW0FNW6aAZdKVgoM8m,0.720930233
Carrying Your Love,David Morris,2LgmOV0Stq52Y25zJBhnd9,0.892857143
Enchanted,Taylor Swift,04S1pkp1VaIqjg8zZqknR5,0.837104072
Fancy Like,Walker Hayes,58UKC45GPNTflCN6nwCUeF,0.906122449
There's Your Trouble,The Chicks,69m9WDPBvemwujQwdONslk,0.505434783
Like It's His Job,Morgan Johnston,05L9H4HP2pNhXYIunYk6zr,0.676549865
Hell's Comin' with Me,Poor Mans Poison,0cPvRrV9PBBHVfHoGBlFdO,0.364583333
Hair Salon,Megan Moroney,25jS5o9ZalzGgOvHUSRi7Y,0.533333333
Made,Spencer Crandall,2S9s6QYCdmSmXQDKpCtK6I,0.557575758
Not Supposed To Know Each Other,Taylor Edwards,2K52TQ4HqTz2ZbCrhkFw0p,0.547619048
Neon Moon,Brooks & Dunn,3EUl8M6SzxZl03NPkB8mUd,0.310204082
Missing You,Lauren Weintraub,4yfSSCOrcAcgzcGAtc9LCW,0.220588235
I'm A Survivor,Reba McEntire,7DNp5wliOrg01iwvUnL3Tn,0.706840391
She Goes Home (Dirty Breakup Song),Grant Gilbert,1zSP3prCgF50ZAiDX7rfDy,0.617283951
Dirty Looks,Lainey Wilson,612qCFbMeFIeDupbFY38Ve,0.611267606
This Damn Song,Pecos & the Rooftops,7s9bJQK8sr8yDyOAHn8miR,0.532051282
Dead of Night,Orville Peck,08unC8N1V1dEcqiyi06g6W,0.22
Ride the Lightning - 717 Tapes,Warren Zeiders,1JTQG8J8jN8tjDTyUWnaRe,0.516778523
The Good Ones,Gabby Barrett,3hLuHKzG1cmlRpq53ZVWd8,0.927444795
breadwinner,Kacey Musgraves,2stbjvpFujerfDUuUUPX7o,0.705357143
Growing Old With You,Restless Road,5n4kMW5dn7MHFhXQuJb9zG,1
Thank You Card,Haley Mae Campbell,363sJuHog5UqucY0D15ggq,0.830618893
Keith,Kaylee Bell,7pcekwb2T8L4MIc29f9GXB,0.881619938
I Hate Alabama,Conner Smith,2j0rISwZE6tichIrU5SZ78,0.266853933
Love Story (Taylor’s Version),Taylor Swift,3CeCwYWvdfXbZLXFhBrbnf,0.670157068
Lost My Heartbreak,David J,5fjoMV6IwPKFsmm0LQuv0m,0.393351801
We Are Tonight,Billy Currington,65wdQcGKeLepoV2ZBxueI0,0.65
She's Mine,Lauren Weintraub,1ac5TkGKdYuR43vgKJ652F,0.538461538
She Likes It (feat. Jake Scott),Russell Dickerson,6VVqPBFZIbcmv14zNfOc13,0.524038462
Freight Train,Alan Jackson,6oo0HD3mrcYtzApYeYsS4L,0.839662447
I Only Date Cowboys,Kylie Morgan,0Jq7igSKyTZxkvLoqr0bsX,0.401197605
Bill Dance,Luke Bryan,0memf7hLiIILELAxceoXzc,0.552083333
Heading South,Zach Bryan,2Dct3GykKZ58hpWRFfe2Qd,0.307017544
Call Your Sister,Taylor Edwards,4ZhULfF8Sto8LKYUgx1yU3,0.599423631
Just About Over You,Priscilla Block,4Ec0q0j8hRTCX4QQ5MiHSX,0.353333333
Different 'Round Here,Riley Green,6cqxDqWwB9o3j3eHMSV2mA,0.61952862
Bad Things,Jace Everett,3H0XRfbPaBqLd1UjzRMVnt,0.24738676
"""Beer Beer, Truck Truck""",George Birge,5Vgfh5XyxNqcUG1sw9bj7k,0.826086957
MAGIC CITY COWBOY,Jamie Ray,4578UyGpgGCGZHfSlHOwFc,0.475177305
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,5enxwA8aAbwZbf5qCHORXi,0.671641791
Breakup Szn,Gracie Carol,5pQXzRh20OsQxMaTYhelm7,0.513661202
Drunk Driving,Koe Wetzel,3ERb3f5nGNwRcNLNoN3KRg,0.396984925
Caught Up In The Country,Rodney Atkins,2BgunkkepMPFpArQj1Dx5s,0.897435897
I Don't Wanna Go To Heaven,Nate Smith,55lJN2gIzJM9SCfwzxAEjf,0.650326797
Like A Boy,Lauren Weintraub,4PogesCtj51SnEM2ZqLp6r,0.71656051
Nothing Left,Halle Kearns,4PBRtI33xDYgLFneUxPl2f,0.613899614
"Salt, Lime & Tequila",Ryan Griffin,4BGvTMV2DIwIa4ixT37fnG,0.504761905
Side Effects,Sophia Scott,7oKZnoWkLDZjsNsPxYvIWx,0.38247012
Colt 45 (Country Remix),Cooper Alan,0kgRRHa5CMeCciIgYT67re,0.540983607
Never Comin' Home,Bailey Zimmerman,4hEA25qUMn3camHI87UhiI,0.582278481
Wet Dream,Austin Burke,6y6lk4rc1xsuBYWJwB8QYv,0.621513944
Never Been in Love,Haley Mae Campbell,3gq98hzXfMGQ5VFIGJ1DoB,0.61461794
Everybody's Got Somebody but Me (feat. Jason Mraz) - Encore,Hunter Hayes,4ojgcBwfuXvDL9SrxrSVB0,0.788990826
Queens Don't,RaeLynn,0ExiKxfY5rHBW06TcV1xXU,0.793859649
Only Prettier,Miranda Lambert,05Rdg52eBYVUy5A55rnz39,0.822485207
My Truck,BRELAND,6jGyDvL1Rf4XfwTb25o1HN,0.574324324
My Boy,Elvie Shane,47fyYjbsfq48e3fUys4Xaa,0.353982301
Villain,Lily Rose,6PXUv7YuTC2Ua1rowd9Uql,0.459701493
The Git Up,Blanco Brown,2KKijf6Ett4kmVNJze2roh,0.919463087
Dirt Road,Kidd G,24LyKCgvEia1eAPUbuISlk,0.509090909
F-150,Robyn Ottolini,5TuGV9HnS2JesFTloGOPNf,0.857142857
Dicked Down in Dallas,Trey Lewis,1yhft6ZqYadd4GOrKrmK3a,0.291005291
Forever After All,Luke Combs,6IBcOGPsniK3Pso1wHIhew,0.776397516
Tell Your Mom,Georgia Webster,6uxGwZV2t6c7Nq2oy1MHvU,0.528301887
Liquor & Pills,Bryan Andrews,1xTexcIY9YipgP8UiQbSOk,0.382488479
Loved Me That Way,Lauren Duski,1szcO60jVA6biIxUEIjLFK,0.865306122
My Person,Spencer Crandall,3RJsMHcQkcAG4tFC6ceawk,0.721153846
Diamond In My Pocket,Cody Johnson,24Nt4OalWDICkEKVy81X6k,0.833333333
We Danced,Brad Paisley,4HHtqzri9jrmAGFyucxkLG,0.5
"Forever and Ever, Amen",Randy Travis,4rQSLX4qMiUWL81hEQOuPY,0.777070064
Boy,Lee Brice,7A8OfzqXBHYGk61FZTHoeo,0.514792899
Until I Found You,Stephen Sanchez,0T5iIrXA4p5GsubkhuBIKV,0.320441989
Kilby Girl,The Backseat Lovers,1170VohRSx6GwE6QDCHPPH,0.556338028
Right Down the Line,Gerry Rafferty,2Xb6wJYGi0QXwURw5WWvI5,0.567010309
A&W,Lana Del Rey,1wTopxO5eQBpxrBXPSbsUn,0.653386454
we fell in love in october,girl in red,6IPwKM3fUUzlElbvKw2sKl,0.955882353
We Belong Together,Ritchie Valens,7caj6X6NMX3tlhWnu1du6V,0.872
Cigarette Daydreams,Cage The Elephant,2tznHmp70DxMyr2XhWLOW0,0.787610619
Golden,Harry Styles,45S5WTQEGOB1VHr1Q4FuPl,0.311258278
Dawns (feat. Maggie Rogers),Zach Bryan,42TtHTxWk782ZBiqyOi2d1,0.135294118
The Chain - 2004 Remaster,Fleetwood Mac,5e9TFTbltYBg2xThimr0rU,0.519685039
Always Forever,Cults,2enPRFda84VE2wtI8c86Uf,0.483870968
The Spins,Mac Miller,51pshtuYkgUQnt5huMPbKL,0.710084034
Brazil,Declan McKenna,4sNG6zQBmtq7M8aeeKJRMQ,0.911877395
I Can't Handle Change,Roar,0I1eFRytp4XRhLCjT6tZm7,0.32208589
Fade Into You,Mazzy Star,1LzNfuep1bnAUR9skqdHCK,0.396648045
Prom Queen,Beach Bunny,6MpCaSIOfqBqbMED4kXgNY,0.645070423
Vienna,Billy Joel,4U45aEWtQhrm8A5mxPaFZ7,0.615740741
Ribs,Lorde,2MvvoeRt8NcOXWESkxWn3g,0.71559633
Where Is My Mind? - Remastered,Pixies,7wCmS9TTVUcIhRalDYFgPy,0.643274854
The Adults Are Talking,The Strokes,5ruzrDWcT0vuJIOMW7gMnW,0.394594595
Are You Bored Yet? (feat. Clairo),Wallows,57RA3JGafJm5zRtKJiKPIm,0.490039841
This Will Be (An Everlasting Love),Natalie Cole,0PDCewmZCp0P5s00bptcdd,0.974654378
More Than a Feeling,Boston,1QEEqeFIZktqIpPI4jSVSF,0.682539683
Somewhere Only We Know,Keane,1SKPmfSYaPsETbRHaiA18G,0.416666667
Island In The Sun,Weezer,2MLHyLy5z5l5YRp7momlgw,0.945454545
Meet Me At Our Spot,THE ANXIETY,07MDkzWARZaLEdKxo6yArG,0.387096774
Good Riddance (Time of Your Life),Green Day,6ORqU0bHbVCRjXm9AjyHyZ,0.752475248
Bubblegum Bitch,MARINA,6IbnUaczZBT34DhaD6S18F,0.510989011
Where'd All the Time Go?,Dr. Dog,0UV5zxRMz6AO4ZwUOZNIKI,0.42364532
This Charming Man - 2011 Remaster,The Smiths,1FvDJ9KGxcqwv1utyPL3JZ,0.467625899
Linger,The Cranberries,0gEyKnHvgkrkBM6fbeHdwK,0.424050633
Nobody,Mitski,2P5yIMu2DNeMXTyOANKS6k,0.786941581
Do You Like Me?,Daniel Caesar,6q4yusLwjDYEcF6jXHdt7J,0.778666667
Psycho Killer - 2005 Remaster,Talking Heads,1i6N76fftMZhijOzFQ5ZtL,0.682819383
Motion Sickness,Phoebe Bridgers,25Syi9wnfn6ZGAmiOBypPq,0.342723005
Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,5U1OEoEW4xnalSAToamwZL,0.698224852
Cloud 9,Beach Bunny,6vFsBXYczYsP0H3lgunZOm,0.843915344
Heroes - 2017 Remaster,David Bowie,7Jh1bpe76CNTCgdgAdBw4Z,0.519685039
Dreams,The Cranberries,4JGKZS7h4Qa16gOU3oNETV,0.694063927
Sweet Creature,Harry Styles,5kRPPEWFJIMox5qIkQkiz5,0.65615142
What Once Was,Her's,1XrSjpNe49IiygZfzb74pk,0.738562092
Feeling Whitney,Post Malone,35r28RDot7nPE7y9K9H7l0,0.508196721
Bags,Clairo,6UFivO2zqqPFPoQYsEMuCc,0.802547771
i walk this earth all by myself,EKKSTACY,5a8QUc4ubHJqQm7vzs2YhA,0.464
Strange,Celeste,7sq2z9oX2S0CvgTqCZ0ko4,0.715170279
We Are Young (feat. Janelle Monáe),fun.,5rgy6ghBq1eRApCkeUdJXf,0.568047337
My Way,Frank Sinatra,3spdoTYpuCpmq19tuD0bOe,0.669724771
Beige,Yoke Lore,7uYQELhe7g6QLIzZDOlhbW,0.543918919
Someone To Spend Time With,Los Retros,6SE4JAo7T8C7XkFka5bbga,0.839160839
Exit Music (For A Film),Radiohead,0z1o5L7HJx562xZSATcIpY,0.508641975
New Flesh,Current Joys,6HJxxqHWMdidwTVZmZWeHU,0.03021148
New Slang - 2021 Remaster,The Shins,0NslHuacjxQYfUTOW3HCIV,0.531914894
Someone To You,BANNERS,14BH4qO7pgCmIe6mgLKOK3,0.540983607
Alright,Supergrass,5xC8uOesnn0udeXAYlAnoY,0.773026316
Hungry Like the Wolf - 2009 Remaster,Duran Duran,39lSeqnyjZJejRuaREfyLL,0.376963351
Skinny Love,Bon Iver,3B3eOgLJSqPEA0RfboIQVM,0.634920635
Weird Fishes/ Arpeggi,Radiohead,4wajJ1o7jWIg62YqpkHC7S,0.561403509
Dog Days Are Over,Florence + The Machine,456WNXWhDwYOSf5SpTuqxd,0.651162791
Trouble,Cage The Elephant,5n0CTysih20NYdT2S0Wpe8,0.466911765
What You Know,Two Door Cinema Club,4JHg4nNYUJQ5HULcCmI18R,0.49047619
SET ME FREE (ENG),TWICE,6bkTxw6m6vl8Oc3xtKBXN0,0.73015873
Ring,Selena Gomez,11Ey4yJVeWEsA73KjACkVY,0.515957447
Die For You - Remix,The Weeknd,7oDd86yk8itslrA9HRP2ki,0.291784703
Cupid - Twin Version,FIFTY FIFTY,3Kw7zkALCVxY4wmlnh2IWC,0.545238095
Beauty And A Beat,Justin Bieber,190jyVPHYjAqEaOGmMzdyk,0.946308725
"You're On Your Own, Kid",Taylor Swift,4D7BCuvgdJlYvlX5WlN54t,0.811023622
Teacher's Pet,Melanie Martinez,5o5akY9xnEk6lpMkD8RwD9,0.516025641
Kill Em With Kindness,Selena Gomez,7KxhSJOYiqCDclXDBNlFSZ,0.286231884
WORTHLESS,d4vd,13b4mk5KeJxL0GllHLvtXQ,0.444444444
Worms,Ashnikko,5PlGxNgE62io6OBc1BsIaq,0.648514851
Bruises,Reneé Rapp,5kUqU9uLc98ndpJiqieN8K,0.821022727
CHRONICALLY CAUTIOUS,Braden Bales,73ZWAySu4UX5LkpCM6zjYh,0.463963964
Favorite Song,Toosii,1SRw5p2lVAi7RGlHEmZg66,0.641304348
Never Goes Away,Claire Rosinkranz,5FPSUR4mfKAz1YIY0Fjx0L,0.267175573
Regret Me,Daisy Jones & The Six,3l5qEpePfGDv6ZFYWRNNtq,0.39184953
Green Green Grass,George Ezra,4N5s8lPTsjI9EGP7K4SXzB,0.658959538
The Heart Wants What It Wants,Selena Gomez,6wJwkMo278iWVlWl1XQ4WA,0.48
Placebo Effect,d4vd,6m3T4RHAMaSIKUDsxko43y,0.71641791
Lisa,Young Miko,44FzVABpR2cciquTqADA0D,0.125
I know it won't work,Gracie Abrams,3weQKQG9ZuqgYAZVswovYS,0.31372549
Sugar Sweet,Benson Boone,5ZzaQW3InamKZ0KdJVQ1GO,0.817258883
We Go Down Together (with Khalid),Dove Cameron,2Y67qsABsPKMrvCxPCzL6r,0.597222222
Freezing,Mimi Webb,7reh67rES37v1n9grDX6HO,0.459016393
Buzzkill Baby,Mckenna Grace,5ylZhwfwtqtACJ9IDYnKkA,0.556862745
drunk text,Henry Moodie,0KpWiHVmIFDTvai20likX4,0.660130719
on the street (with J. Cole),j-hope,5wxYxygyHpbgv0EXZuqb9V,0.579908676
I GUESS IT'S LOVE?,The Kid LAROI,0zotwiNo16aaUg76C4Fgl5,0.731343284
Nonsense,Sabrina Carpenter,6dgUya35uo964z7GZXM07g,0.623036649
feelings,EMELINE,7yLfsctj9g0z2NB3v3IGcz,0.185714286
Best Friend Breakup,Lauren Spencer Smith,5rKMN0bKdqcGWo1iLvv30Y,0.725
Love Again,The Kid LAROI,4sx6NRwL6Ol3V6m9exwGlQ,0.524647887
make you sick,Jake Cornell,7Ec2TmAp6LQhPP21ioIEh1,0.410480349
Call Me What You Like,Lovejoy,21rYCEejlfM0LYRlfzxGeM,0.495535714
Red Flags,Mimi Webb,2r7BOWS3bEYjEUbLiH8kVM,0.303448276
Back That Up To The Beat - sped up version,Madonna,1ZvGlbx6sESozg3imglt83,0.771929825
Too Well,Reneé Rapp,6Szgu8v7CAapag3XuuJX0b,0.522421525
Crazy,Natalie Jane,2CSbx5XAFortinS8hJ3IiC,0.352583587
Vigilante Shit,Taylor Swift,1xwAWUI6Dj0WGC3KiUPN0O,0.506134969
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,2dHHgzDwk4BJdRwy9uXhTO,0.542222222
Wannabe,why mona,5ACZOGjT6I5He0pDZED56Z,0.864
World's Smallest Violin,AJR,68EkhVWIeULhHxcbi1QhzK,0.486725664
dumb dumb,mazie,4qbEaaJ29p32GI8EWQmm6R,0.041860465
Those Eyes - Sped Up,New West,6XDBohkvajOwoqr8jHPjzQ,0.414141414
brutal,Olivia Rodrigo,6SRsiMl7w1USE4mFqrOhHC,0.412026726
The One That Got Away,Katy Perry,3oL3XRtkP1WVbMxf7dtTdu,0.384615385
Teenage Dirtbag,Wheatus,25FTMokYEbEWHEdss5JLZS,0.496031746
1985,Bo Burnham,2FdzIRCqzjhdxP5W99FSvS,0.607843137
dishes,dee holt,5fl0hbVtZpswYuFORfDkfO,0.4
Until Now,Abe Parker,4djT5qYz4PIcIDV6TziZhm,0.652892562
Kinda Like The Heartbreak,Lily Williams,6GnaYqtSjiwt6tR6T0Uew5,0.204472843
