song_name,artist,pos_percent,spotify_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
Something in the Orange - Z&E's Version,Zach Bryan,0.157407407,3rU2QIyNDk2OWV6mAW2qQr,0.416,0.594,0.382,0,0.117,0.0292,0.223
"Quiet Moon, Wild Sea",Dustin Tebbutt,0.717171717,4fOMpHPfJB3v65iVNSBkxy,0.389,0.562,0.535,0.0704,0.0794,0.04,0.196
California,Bonny Light Horseman,0.902061856,6bQgMGR0zwVYYs2WU13PKR,0.735,0.595,0.568,0.0252,0.161,0.0254,0.396
Angel Band - Jubilee Version,Tyler Childers,0.834710744,2phdhdIaCUVJgxuRVP2N18,0.323,0.388,0.453,0.000427,0.217,0.0253,0.294
Flying :)),Tom Odell,0.244776119,6gDrPmfRqagFxMK1DZiRV4,0.965,0.515,0.147,0.0373,0.112,0.0316,0.3
Better Off High,Marcus Mumford,0.799019608,2bBJxjQh3SCws6y6qWTRd8,0.0414,0.688,0.413,0.279,0.111,0.0412,0.0715
Turning Onto You,First Aid Kit,0.901960784,3WmeCu95tPhVv9VVcajjkX,0.114,0.558,0.634,7.71E-05,0.0896,0.0325,0.796
I'm Ready,Adam Melchor,0.74742268,1RPmeICY33v1lLiq6Gqj1r,0.798,0.417,0.426,0.0611,0.109,0.0259,0.203
On Your Way - Acoustic,AHI,0.605128205,6WsDkYODeOVH7iOBDuXWVZ,0.909,0.658,0.0984,0,0.0996,0.0414,0.345
Something About What Happens When We Talk,Katie Pruitt,0.675324675,3UHWekceJvs3fvvFxKeLtU,0.539,0.648,0.428,0.00233,0.105,0.0276,0.312
Soul Sweet Song,Tedeschi Trucks Band,0.778801843,6tvXOpoonSGwxM0R4eq8Tj,0.201,0.399,0.769,0.00903,0.146,0.0531,0.768
Dance with Everybody,Drew Holcomb & The Neighbors,0.184466019,7qNIz2zkEnSjnDPuo10HEr,0.252,0.678,0.889,7.07E-05,0.211,0.0577,0.883
You're Not Alone [Feat. Brandi Carlile],Allison Russell,0.491525424,4ltCYG04Xhzv5cViM6mp16,0.703,0.32,0.438,1.26E-05,0.101,0.089,0.465
You and Me On The Rock (In The Canyon Haze),Brandi Carlile,0.419354839,1ydzL5SIoSRCpEIYWhsWE5,0.9,0.594,0.261,0,0.0798,0.0348,0.509
Problem With It,Plains,0.330827068,1lhQDa5Rit1iMpo4PQpIGO,0.0576,0.71,0.772,0.000813,0.0996,0.0369,0.539
That's How I Got To Memphis,The Brother Brothers,0.188356164,6GJfsXltqAGluvLNCdQLUa,0.743,0.692,0.336,2.07E-06,0.117,0.0288,0.558
I'm Just a Clown,Charley Crockett,0.44,4PHCjTOpWuaYDacBBNd7Ut,0.137,0.44,0.646,0.168,0.0657,0.0363,0.619
Out of My Head,First Aid Kit,0.543103448,6hAZx4PQIlwyazfANp6joe,0.0265,0.574,0.754,2.25E-06,0.0994,0.0342,0.131
Walking Song,Birdtalker,0.41011236,7faNYwo9q4rEdneW1sBJYj,0.828,0.74,0.378,0.358,0.0985,0.0297,0.58
Anywhere,Madison Cunningham,0.638554217,11s7r8ffgXRZreqvMVPACS,0.173,0.683,0.577,2.48E-05,0.135,0.0431,0.522
Believe,Caamp,0.602040816,0QFGZqqB1KDpOtyL3vXMXo,0.0324,0.516,0.635,0.00187,0.0674,0.0347,0.704
Pterodactyl,Bendigo Fletcher,0.86875,4wZUbcdQlD6QHNzKyukcGy,0.929,0.483,0.489,0.000359,0.121,0.0397,0.636
Quietly Yours,Birdy,0.66091954,7wRijQK8vRmGLK0RYW7Vr1,0.841,0.44,0.357,0.00249,0.114,0.058,0.286
Through The Echoes,Paolo Nutini,0.753246753,78NogwkqVC4GBQMxOwOQrC,0.285,0.73,0.487,3.49E-05,0.135,0.0399,0.314
Ready or Not (feat. Sierra Ferrell),Shakey Graves,0.848979592,2NAOqvZIf7onZ4kDLU560I,0.464,0.727,0.576,0.0342,0.116,0.052,0.672
Red Bird Pt. 2 (Morning),Florist,0.932432432,4QnkWi5jg50ZVkzBB3PZ4e,0.94,0.432,0.138,0.0243,0.129,0.049,0.103
Sapling (feat. Anderson East),Foy Vance,0.795081967,62dlYm1sz64D1AST1dCLE2,0.336,0.549,0.631,2.03E-05,0.1,0.071,0.297
Know Your Demons,Tré Burt,0.561111111,3AonChVGbKzTPGpkiR4Awe,0.376,0.65,0.722,0,0.132,0.0299,0.811
Loose Future,Courtney Marie Andrews,0.438297872,5KOpYJfDw5RKa07Bw8Whmh,0.483,0.709,0.644,0.0414,0.155,0.0257,0.731
All Is Well (feat. Joy Williams),Avi Kaplan,0.6925,4WlxchxKQJ9y0Vlqaz8h66,0.852,0.38,0.23,0.0182,0.153,0.0327,0.235
The Spur,Joan Shelley,0.653225806,27ViD2ifBwYqlwzpY5LoTB,0.699,0.426,0.37,0.00918,0.12,0.0244,0.219
Favorite Peeps,Prateek Kuhad,0.627906977,4dUOiTUovOCy91uztDlUp3,0.767,0.611,0.525,0.799,0.112,0.0354,0.299
New Star,Watchhouse,0.167741935,3PUln07oXes6xzvFFBnPO1,0.605,0.683,0.488,0.0554,0.13,0.0266,0.424
Phoenix,Big Red Machine,1,4Vs2i8GdP5s7vd8vfSRcDk,0.437,0.481,0.67,0.000146,0.079,0.041,0.549
Lemon Tree,Mt. Joy,0.652509653,0SnCZci0wyVj0RZXknNaWq,0.55,0.365,0.748,0.503,0.303,0.0881,0.475
Tom Barrett,Ian Noe,0.466666667,6YbQXUNroKs9qofA8gttor,0.612,0.389,0.457,5.79E-05,0.212,0.0359,0.521
You and I,SYML,0.844106464,7rsTP6MbfJqXT11RiDDo5a,0.907,0.725,0.273,0,0.0925,0.0273,0.436
Face Down In The Moment,Nathaniel Rateliff & The Night Sweats,0.333333333,5yTpyXVKcB20zOGXU1ffgf,0.353,0.52,0.591,0.00412,0.102,0.0301,0.359
Virginia (Wind In The Night),The Head And The Heart,0.207746479,03gx5xXMcfEK7ZnOHsjvJL,0.00699,0.265,0.79,0,0.0523,0.0366,0.248
Goodbye Mr. Blue,Father John Misty,0.32173913,7ydJaSdC8Au68eYgspNznY,0.737,0.506,0.47,0.608,0.125,0.0284,0.477
WHERE WE ARE,The Lumineers,0.625766871,4MTmAFWHpvB9kPMSRgLFRp,0.759,0.573,0.507,1.37E-06,0.377,0.0342,0.363
Nightflyer,Allison Russell,0.545454545,6BxDMOnim3Ut7nQaOj01DJ,0.705,0.482,0.333,0,0.106,0.0636,0.414
Am I even living anymore,Mikey Ferrari,0.547368421,1ZF6PgaBXLGeU44KBKysD3,0.546,0.631,0.487,0,0.303,0.0254,0.564
Stick Season,Noah Kahan,0.634686347,0GNVXNz7Jkicfk2mp5OyG5,0.799,0.664,0.5,0,0.0966,0.0651,0.801
Honey,Samia,0.517482517,5GL1bMkfFdclBzQOMjfIT9,0.45,0.806,0.507,2.11E-06,0.0987,0.0428,0.788
My Ego Dies At The End,Jensen McRae,0.464944649,7wWr0jb8Z1FZaEkb977AK0,0.233,0.698,0.448,1.37E-06,0.348,0.0345,0.551
68 - Live,Nolan Taylor,0.547368421,40TGxZwQQG6cDHelPqiQSp,0.921,0.424,0.0634,5.71E-06,0.374,0.0477,0.267
Cannibal,Marcus Mumford,0.555555556,66sgJDWffGSEw3huWPjNWA,0.171,0.442,0.2,0.0156,0.133,0.0627,0.526
Would It Kill Ya,Julia Pratt,0.496124031,3KeqB89usi14NMN0QZ1GkZ,0.759,0.515,0.299,0,0.115,0.027,0.307
Feels Like,Gracie Abrams,0.709302326,35IcAVSMsU9qzHfpPbvC8A,0.702,0.617,0.483,0.000216,0.121,0.0458,0.176
Visiting Hours,Ed Sheeran,0.74742268,44V6EzbUSYgyfsNiP0FrlA,0.77,0.471,0.396,0,0.0729,0.0336,0.263
drunk text me,Lexi Jayde,0.514880952,5gukv8x9eP58gFy2OcZEBQ,0.286,0.534,0.493,0,0.0889,0.0316,0.232
hate to be lame,Lizzy McAlpine,0.554404145,26MJjeJ0NSOQDKeZzrEFMl,0.871,0.522,0.251,0.000258,0.0769,0.0603,0.303
You'd Never Know,Evan Honer,0.52027027,1xE6GyHqCNnwiaraaLoK7f,0.776,0.549,0.456,0,0.135,0.0281,0.334
Something to Someone,Dermot Kennedy,0.792349727,56U84FLjFgsEY6NZvuxa3U,0.247,0.521,0.869,1.55E-06,0.0765,0.108,0.418
Butterflies,Abe Parker,0.231481481,6Xa2rrTpSLkpx887Y115mO,0.62,0.485,0.484,0,0.114,0.0617,0.282
Long Blue Light,Leif Vollebekk,0.233009709,3gaH1EhTC53WZeFRj3hGtp,0.517,0.552,0.485,0.106,0.164,0.0332,0.51
j's lullaby (darlin' i'd wait for you),Delaney Bailey,0.943661972,7LNm1oWd6PniO9wRYpNY5o,0.498,0.54,0.11,0.000614,0.0781,0.0328,0.172
Last Man On Earth,Anna Bates,0.355932203,3gTq1WoOHWfyuCkIaCgjYS,0.535,0.339,0.482,0,0.173,0.0453,0.276
Thinking 'Bout Love,Wild Rivers,0.78358209,42UaitnwvuKqNcD5Oa2HlD,0.479,0.733,0.324,0,0.067,0.033,0.388
Clarity,Vance Joy,0.659722222,5c6lM2zjAF6MFoD8C1hiBr,0.00137,0.552,0.873,0.000273,0.0966,0.0464,0.62
I Burned LA Down,Noah Cyrus,0.285714286,4dEUEEbO25gBn2s9dASnYi,0.145,0.666,0.547,0.000274,0.0987,0.0643,0.165
London's Song,Matt Hartke,0.909090909,1Mk9ou2m6hsEZJYuNRJFpO,0.928,0.562,0.266,0.000626,0.0983,0.0409,0.493
all my ghosts,Lizzy McAlpine,0.6875,46BHP7nFOrGQPLW8mCxzZr,0.342,0.638,0.293,0.000624,0.448,0.0478,0.488
You Might Not Like Her,Maddie Zahm,0.54379562,0BqWEdlRUTCsYlLO5jMItB,0.62,0.704,0.407,2.13E-06,0.0868,0.037,0.322
Best Days,Alessia Cara,0.787234043,3z1DnGBH2uhlDekJr0YVzQ,0.875,0.518,0.318,4.21E-06,0.13,0.0749,0.227
All I Ever Asked,Rachel Chinouriri,0.262711864,2F9DCIJ7ZXHhNkiIlIIOkw,0.469,0.913,0.459,0.000889,0.0891,0.0446,0.848
ROOM FOR 2,Benson Boone,0.323809524,7wfxf9QXBIWgBx1aG5QWhR,0.112,0.593,0.503,0,0.331,0.0652,0.278
Love Like That (Words from Her),Suriel Hess,0.6875,1ALOR6EcFzN0AcIAzwWl2U,0.801,0.472,0.294,0,0.352,0.0569,0.278
Green Eyes,Jake Scott,0.70754717,6kH8Teb9KlAUFgZC77k8oY,0.0693,0.743,0.451,0,0.084,0.097,0.466
Forget I Exist,Sam MacPherson,0.421212121,54q7FLhWb9FEObFBziNRTq,0.491,0.662,0.399,2.40E-05,0.127,0.0314,0.265
Sleep Deprivation,Chance Peña,0.51497006,2A1FGotEDhN5UjBiLsUwnk,0.152,0.588,0.412,0,0.134,0.0613,0.302
Burn,David Kushner,0.435643564,40dfo65kBJa1UgzkD652Gl,0.799,0.574,0.408,0.00295,0.15,0.0359,0.134
london,Wrabel,0.495726496,4mmtgoBJCUA8l8uDRJlnro,0.585,0.568,0.495,0.000198,0.132,0.0385,0.217
The Way Back Home,Aisha Badru,0.328358209,3PTsvzTENG4jREGGQz9xpb,0.684,0.491,0.328,0.000146,0.0848,0.0384,0.107
Cate’s Brother,Maisie Peters,0.714285714,7uHJpostAYqNJ8nZM1tp78,0.0114,0.735,0.648,0.000213,0.309,0.0334,0.395
Give Me The Reason,James Bay,0.48,5viz8trU1uh1pngW0hWr3l,0.00633,0.592,0.837,0,0.12,0.17,0.287
Living My Best Life,Ben Rector,0.892857143,0R7EWhquaAICmyE5MZqt3q,0.083,0.566,0.733,1.55E-06,0.362,0.0699,0.636
Hello,Hollow Coves,0.614035088,3PDJfUCgOy0mqm3jxUVA5F,0.909,0.626,0.236,1.29E-05,0.126,0.0267,0.154
Horses,Maggie Rogers,0.911764706,1cncEDS6zwXOguyaMGp6vU,0.641,0.614,0.617,0.000178,0.0648,0.0295,0.15
Until You,AHI,0.416666667,7iH6cflAGYwR82sNMZiGuq,0.904,0.722,0.484,3.42E-06,0.108,0.0611,0.44
Long Time,Wild Rivers,0.676829268,33xLf3oPBqsQVtmnpXQRMj,0.408,0.552,0.302,0,0.0698,0.045,0.204
Right on Time,Brandi Carlile,0.191919192,5i4WgW0TL9VSosy73Q3Ttv,0.626,0.419,0.269,1.83E-05,0.116,0.0356,0.152
Sapling,Foy Vance,0.769230769,3pMbjkN5k9z6kZ2bcEZH1s,0.585,0.447,0.458,0.000422,0.105,0.0702,0.158
A Concert Six Months From Now,FINNEAS,0.612440191,7aDIsG4RJx4THcSEMeM01x,0.715,0.536,0.233,0,0.132,0.0583,0.266
Purple Haze,Joy Oladokun,0.591603053,1ZygZX3pyRyGxANo6WrSV0,0.458,0.8,0.325,0,0.131,0.0331,0.472
Sword from the Stone,Passenger,0.841201717,32PwKptR5PhpP4Gxv8Lvps,0.594,0.618,0.457,4.86E-05,0.136,0.0352,0.447
Everything I Know About Love,Laufey,0.757352941,0AwmMHWOVftwCi5hkcNQ5z,0.615,0.66,0.329,0,0.332,0.0439,0.513
14,Clinton Kane,0.526011561,3kCYnvSwhSzYBD7fnDFhbY,0.707,0.402,0.634,0,0.387,0.364,0.705
How Do You Dress for the Rain?,Sam MacPherson,0.586206897,42ZSEXG0TtHAHbWOho7GDS,0.787,0.605,0.311,4.86E-05,0.113,0.0813,0.165
Midnight,Rhys Lewis,0.641025641,3uTdOMyG1ixtUxdtspkngM,0.103,0.636,0.738,0,0.248,0.0444,0.448
Wildfire,Cautious Clay,0.632958801,69xOrL71OeGz5fqXFTnJ5L,0.673,0.564,0.352,0.000213,0.449,0.0321,0.415
My Father's Daughter,Olivia Vedder,0.254098361,2LxglhGxGhHF4P11HPEFwu,0.583,0.696,0.209,0.000143,0.14,0.0313,0.301
All My Loving,Sam Fischer,0.660869565,4qiiEZPtUtgyDb5qGnEWKl,0.00636,0.475,0.786,0,0.165,0.0932,0.455
"Go Easy, Kid",Monica Martin,0.576923077,50hN4KDpQILZpTejaifHZK,0.924,0.277,0.165,0,0.124,0.0415,0.166
Resentment,Madi Diaz,0.407258065,2Dms8axOrrjXETwVwtvBF5,0.883,0.554,0.122,0,0.107,0.0614,0.381
rest in peace,BLÜ EYES,0.615969582,20ACQf24bEwSVnKAhVfH5u,0.492,0.631,0.452,0,0.246,0.063,0.412
It's Alright,Cecilia Castleman,0.744027304,67LEdY2HlgEWNnrdaPyYpK,0.806,0.626,0.493,0.000298,0.107,0.0357,0.15
blue,Christina Perri,0.804878049,1b7g70Su9yEnnfIetjAYWL,0.96,0.387,0.0565,2.95E-06,0.111,0.0387,0.108
"forever, now",Sam Nelson,0.633507853,0Dy3W6m0tTRBS8sXV8Pjad,0.0577,0.457,0.444,0,0.352,0.0667,0.237
Catch Your Eye,Andy Shauf,0.5,4eEcaTcDWJLRS3qW1HX78U,0.716,0.636,0.254,0.00707,0.128,0.0363,0.33
The Walls Are Way Too Thin,Holly Humberstone,0.127272727,7b7wO3Je7i2HhyipNhcs1u,0.499,0.766,0.605,1.03E-06,0.0977,0.113,0.608
Light Year (feat. Lennon Stella),Adam Melchor,0.537142857,7CS9hRKJNmBGWUowSjhedb,0.496,0.395,0.495,0.0378,0.12,0.0329,0.517
Far from Home,Plàsi,0.432835821,74i65cFb7Mfa5VuX0Vho3M,0.848,0.411,0.383,0.212,0.21,0.0389,0.502
Witness - feat. Rajiv Dhall,Rosie Darling,0.674556213,3zC3W1qHKdfPIjRbjnn56W,0.742,0.464,0.256,0,0.102,0.0589,0.097
More Like You,Orla Gartland,0.817109145,2cKHnVTfjxDaDYnMUyhZwU,0.592,0.884,0.432,0.000449,0.104,0.0438,0.772
German Cars,Matt Nathanson,0.602941176,64ymwIGgOLjM1ckgnOcBUX,0.433,0.52,0.4,0,0.106,0.0315,0.428
Any Day Now,Trousdale,0.75739645,2YzM9n2UdWc5iiMbg8B4Mb,0.0513,0.526,0.669,0,0.283,0.0457,0.287
Bed I Made,Allen Stone,0.32195122,0YL1bs7CYi7mhG0FuctgcO,0.888,0.62,0.409,0,0.0954,0.0345,0.58
"A Good Love, Pt. 2",Bear's Den,0.672597865,7I2PEItnKfXLY4JTDYlSGY,0.645,0.553,0.494,0.000654,0.125,0.0321,0.669
saw ur mom at the grocery store,Abby Cates,0.68556701,3Ax7eKZ1Mgov2hn5LzCB9U,0.443,0.479,0.393,3.55E-05,0.119,0.0502,0.208
Happier Without Me,Cian Ducrot,0.47761194,0jj6QrlJcrBFkOq1vnmJOM,0.436,0.398,0.248,0,0.0835,0.0355,0.199
Pink Razor,Corey Harper,0.581560284,480VW3yVOs71KjZhT1Dh1H,0.515,0.648,0.639,0,0.36,0.0325,0.775
You & I,Tom Speight,0.841463415,0T5wK7y2uGZmGQf1xdBM4c,0.656,0.5,0.514,0.182,0.174,0.0294,0.201
When You Need It (feat. Wrabel),Tenille Townes,0.858333333,6be7birJOF85i9dL0wUrBg,0.732,0.395,0.391,0,0.106,0.0348,0.292
Head Start,Jeremy Loops,0.711370262,7iJhfdX3ZoVP7aXsZ5vFMM,0.318,0.727,0.655,0.000249,0.367,0.0594,0.56
October Sky,Yebba,0.397260274,4dGuN04mLIr6EgFkrBe5Vl,0.582,0.519,0.493,0.000101,0.349,0.0261,0.428
Good Person,Ingrid Andress,0.688421053,4CtqJnvxzV1638eK7xts3V,0.276,0.442,0.592,2.21E-06,0.151,0.0476,0.228
If I Didn’t Love You,Ben Abraham,0.108013937,2Zy7SjGT12yzvFohfAKWDq,0.879,0.567,0.242,9.12E-06,0.105,0.0487,0.35
If Not My Heart,Mega,0.866108787,4I3EdEfNb4Rf0NJ3IQoAnG,0.787,0.449,0.493,9.47E-06,0.092,0.13,0.273
Sleepless in Seattle,Noah Gundersen,0.382113821,1JEjCzwE9viGiRyewkcWy9,0.673,0.378,0.195,0.00254,0.101,0.03,0.356
Picture of You,Axel Flóvent,0.720930233,41UWHXKrP9VaNuLHNlWEV2,0.92,0.426,0.108,5.19E-05,0.0888,0.031,0.073
With The Band,Sophie May,0.503875969,2bY0fCLZ2wzWFqujDEGQKY,0.844,0.647,0.322,0,0.13,0.0283,0.469
The Man Who Sees Tomorrow,Uwade,0.957219251,3tML0isKJJ3DJUQKcm3L0e,0.77,0.257,0.213,0,0.363,0.0364,0.209
I BELIEVE,Ziggy Alberts,0.832335329,2Xqrj5tSNMmAlW2r8m6cUZ,0.843,0.76,0.317,1.08E-05,0.652,0.0605,0.813
So Are We,Canyon City,0.728571429,5moyneo3TMp2wdc0TG8O8U,0.911,0.496,0.11,1.44E-05,0.0829,0.042,0.235
You,Ross Copperman,0.768292683,4qW6aTyYPTuiFtAq4pjJta,0.845,0.584,0.351,0,0.0837,0.0308,0.143
Make It Out (feat. Maisie Peters),Henry Jamison,0.482233503,5qXbNSvVp8rB4Kcy2DTTIt,0.784,0.533,0.226,0.000237,0.117,0.0493,0.0758
Control,Bre Kennedy,0.063492063,6TQXgsHzTIPObUdFzlGjeY,0.263,0.568,0.535,0.0016,0.262,0.0278,0.612
Take Back Thy Gift,Andrea von Kampen,0.868794326,3ugct54al0lscnP8yZhE4C,0.914,0.493,0.206,8.51E-05,0.111,0.0276,0.347
River,Soll,0.267942584,73VzzfuoQ6CxBQ9TtVhJKa,0.816,0.643,0.34,0.0184,0.0926,0.0366,0.32
Sunflower,Tamino,0.740875912,6g7cJdDNjCDgqcpVGLzYhh,0.659,0.468,0.281,0.199,0.234,0.027,0.0992
I Can't Get My Head Around You,Billie Marten,0.497737557,6SYqfDeq72Y5KJLO3MLbEz,0.558,0.53,0.584,0.0396,0.106,0.0288,0.589
Words,Storefront Church,0.255813953,5KWrRynsADgBtgqoPCh7kn,0.533,0.117,0.272,0.0263,0.107,0.0345,0.0671
happy accident,Tomberlin,0.428571429,4CIoVUlxgd0nlSIEhJb4of,0.666,0.387,0.568,0.00127,0.255,0.0262,0.263
Whatever Fits Together,Skullcrusher,0.665338645,7E9xLaEn82sboW3CLJCO9X,0.159,0.364,0.773,0.0855,0.116,0.044,0.519
Certainty,Big Thief,0.686363636,3i7XRi2UyvGTdJawJRkVhd,0.0208,0.611,0.507,0.012,0.222,0.0267,0.401
Satellite,Courtney Marie Andrews,1,5r882UNUUII5EKZ9rlVImU,0.756,0.511,0.55,0,0.206,0.0324,0.285
Love Letter From The Sea to The Shore,Delaney Bailey,0.616740088,2uPFYzZXZSgIP6AHKneCLT,0.87,0.385,0.264,0.068,0.476,0.0304,0.386
Back To Oz,Sufjan Stevens,0.701923077,6s0F09N7jp4wSqN8vVgMQR,0.528,0.438,0.408,0.00118,0.131,0.0314,0.441
By and By,Caamp,0.652173913,75nZ4W6quZhI55LKiqCXWh,0.796,0.584,0.474,2.69E-06,0.115,0.0258,0.332
Fever To The Form,Nick Mulvey,0.525316456,1QJnDJuYOGj05iSc4eWGr5,0.795,0.358,0.546,0.0586,0.111,0.0296,0.264
Somewhere in Chicago,Strand of Oaks,0.131147541,3BsrEIMaUPq97jPCwF7cn0,0.645,0.531,0.707,0.182,0.252,0.0267,0.651
Resin,Dustin Tebbutt,0.196721311,6AmrRS8slCMxGUZePjV6dH,0.895,0.259,0.373,0.181,0.118,0.0275,0.196
From Gold,Novo Amor,1,3ePd4K8tcdfr7KmbuOTrKK,0.92,0.392,0.433,0.646,0.0937,0.0364,0.0432
Nothing Arrived - Live from Spotify London,Villagers,0.615384615,0TQ8ZHFhrbH9I0WRjIzOCQ,0.929,0.579,0.415,0.0018,0.671,0.0397,0.42
Souvenir,boygenius,0.526315789,21JL0gpeAYgbSUmzhgSPJz,0.751,0.605,0.299,0.474,0.0943,0.0264,0.181
jordan,Joy Oladokun,0.698630137,2BGyfq5k9xGO9019bUsYFk,0.545,0.347,0.315,3.53E-06,0.0966,0.0337,0.171
The Love,Dekker,0.849002849,1WWF1IGjA7VjAFjnpaNoRI,0.677,0.695,0.47,0.491,0.104,0.0366,0.506
Tick Tock,Aldous Harding,0.469879518,0Q7tKJdvKx6yyJ8qSf6elE,0.697,0.64,0.314,0.000988,0.111,0.0425,0.535
Lydia Wears A Cross,Julia Jacklin,0.763157895,0rrlzT8FMPBClTiw7IhztC,0.626,0.576,0.439,8.07E-05,0.105,0.03,0.739
Even the Darkness Has Arms,The Barr Brothers,0.488,6W49z468BT75GsO2tCcBtq,0.813,0.508,0.652,0.148,0.29,0.0429,0.746
complex (demo),Katie Gregson-MacLeod,0.713815789,1ovZe7upcqycTuPFfOg6kB,0.924,0.384,0.167,0,0.118,0.0375,0.258
Stranger,Anjimile,0.125,0JmSm5QqrdHEUDOG1k0D4h,0.748,0.494,0.477,0.0162,0.343,0.0317,0.239
Bathroom Light,Mt. Joy,0.734375,71glNHT4FultOqlau4zrFf,0.906,0.653,0.514,0.00668,0.109,0.0468,0.651
anything,Adrianne Lenker,0.545454545,4PwWESSlTwzvw9B7bmtTLS,0.774,0.388,0.291,1.93E-05,0.0874,0.0421,0.51
For a While,Sam Johnston,0.612068966,0dOqNypDARpu7J5G9VAJTj,0.669,0.613,0.492,0.0299,0.283,0.0492,0.454
Tiger Striped Sky,Roo Panes,0.879432624,4C2aiAVTTVyZbCQZst5Xu1,0.944,0.473,0.317,0.0124,0.11,0.0318,0.132
Eloise,Penny and Sparrow,0.8,3XnDbrxxtA40HPIIRWLgRT,0.695,0.606,0.415,0.00149,0.174,0.0475,0.405
Down by the Water,Abigail Lapell,0.75,4c5npp9gnwBHHyKnaqK2mD,0.933,0.632,0.0807,4.81E-06,0.101,0.0329,0.273
pirate song,mehro,0.851485149,0wnZAXlg3CPUgAKFQblzff,0.505,0.497,0.401,0.086,0.113,0.0419,0.269
Catholic Country,Kings of Convenience,0.763636364,6RJq7ki5vvDnLfn8E6EJVV,0.784,0.803,0.406,0.00159,0.101,0.109,0.566
Can I Believe You,Fleet Foxes,0.704347826,3pYB28IRzhtR5cHXLINchp,0.354,0.514,0.755,0.0664,0.144,0.03,0.599
Square One,Caamp,0.486055777,5taOnvtHJUxuaqaLdMNqFd,0.911,0.685,0.25,0.000306,0.108,0.0416,0.317
Deep In Love,Bonny Light Horseman,0.91509434,4fyqGylwyCpUTbgzYJ6RXN,0.604,0.618,0.558,0.395,0.124,0.0251,0.336
All Is Well,Austin Basham,0.712401055,3KAQ4xe2sR6IiltZw8HSA5,0.856,0.316,0.413,0.00245,0.143,0.0334,0.245
Wouldn't Come Back,Trousdale,0.170940171,1zeQjPT367QcGrkpIXYjuW,0.635,0.602,0.234,2.54E-06,0.0987,0.0334,0.307
"Ketchum, ID",boygenius,0.677018634,2HbDLvUR0SA1o9BDMAqqNM,0.908,0.393,0.104,0,0.389,0.0339,0.214
Officer of Love,Caamp,0.746543779,4KhBvLbRr58rHPF24bdL9Q,0.298,0.662,0.574,0.00902,0.115,0.0261,0.948
Rattlesnake,Jack Van Cleaf,0.540925267,7rNXmIrtLHJkGtobg9Anjj,0.49,0.559,0.421,0.00451,0.104,0.0334,0.292
Not Dead Yet,Lord Huron,0.431578947,6xVd8klTvL6ZRovgIhIs98,0.331,0.489,0.816,0.148,0.0876,0.0338,0.64
There's A Place,Roo Panes,0.659919028,1dNDxVM1HDpdKgon58QvtU,0.528,0.408,0.363,0.0538,0.0868,0.0284,0.212
How Lucky,Kurt Vile,0.689781022,4iK3yOQKoby2b9gvCmUwsR,0.449,0.517,0.432,0.000798,0.362,0.0293,0.539
Day by Day,Old Sea Brigade,0.511363636,1bDS3ktQSucD150gp86iFU,0.0907,0.653,0.616,0.00826,0.118,0.0308,0.908
She Burns,Foy Vance,0.786516854,70rOXPlQGVjEkboInw5EBk,0.718,0.73,0.403,0.00242,0.0985,0.0483,0.502
I Lied (with Allison Ponthier),Lord Huron,0.537142857,5QL8Uqhv0MQRYKRy6UKQIy,0.914,0.44,0.269,0.261,0.132,0.0262,0.138
Rose Petals,S. Carey,0.244186047,2qWuegI1pmesQPRvzgnokk,0.888,0.561,0.28,0.00324,0.0812,0.0303,0.166
All The Good Times,Angel Olsen,0.716049383,6Tv21RLLA1Dt6OtPNz8QDq,0.368,0.595,0.47,0.00136,0.0947,0.0261,0.318
Half Your Love,Bahamas,0.772609819,0ut7f4KB9sZQ8uhA4HyOMt,0.886,0.73,0.249,0,0.096,0.0344,0.332
Grow into Love,Half Moon Run,0.869198312,52AthVA2opex8NcLSwtO8n,0.278,0.627,0.532,6.54E-05,0.113,0.0297,0.368
Manifest,Andrew Bird,0.543307087,7oChm7YC5PS1NvEkRCgswG,0.321,0.631,0.619,0,0.0658,0.025,0.417
notre dame,Paris Paloma,0.36746988,4ni2PRjuIORNFXvWB74SqX,0.911,0.223,0.343,0.0153,0.286,0.0439,0.0798
Thirteen Sad Farewells,Stu Larsen,0.476426799,0s7rK6ZBik5I0t1gxSVQRg,0.443,0.647,0.402,0.000244,0.387,0.035,0.437
Life Crisis,River Whyless,0.550458716,56ZUJBdHmnqeeWtxZOzBkl,0.292,0.805,0.524,0.0481,0.112,0.0309,0.266
Consolation Prize,Ken Yates,0.880368098,71wiJ619MbaSStsiN6XT06,0.399,0.648,0.327,0.00791,0.123,0.0273,0.149
Winter Song,The Head And The Heart,0.572727273,2tlJNkTb7vkk6pZUkkiSbZ,0.838,0.536,0.251,0.0011,0.117,0.0323,0.329
Birds and Stars,Elephant Revival,0.858490566,4CLKEJJfs8qwUAC3FF36Oc,0.798,0.455,0.378,0.0174,0.0999,0.0621,0.249
Purple,Hollow Coves,1,5zzbToGMuEli0E7RVFIhDA,0.126,0.593,0.676,0.0803,0.091,0.026,0.365
Fisher Island Sound,Beirut,0.532934132,3XHtGQBlfMHfKcXdTX7Mt0,0.0846,0.561,0.739,0.422,0.1,0.028,0.146
